Author(s) ID,Title,Year,Abstract,Keywords,Language of Original Document,Document Type,Abstract Length,Topic_Label,Topic_Category
59369459700; 34873513000; 56818697000,Understanding visitors’ responses to intelligent transportation system in a tourist city with a mixed ranked logit model,2017,"One important function of Intelligent Transportation System (ITS) applied in tourist cities is to improve visitors’ mobility by releasing real-time transportation information and then shifting tourists from individual vehicles to intelligent public transit. The objective of this research is to quantify visitors’ psychological and behavioral responses to tourism-related ITS. Designed with a Mixed Ranked Logit Model (MRLM) with random coefficients that was capable of evaluating potential effects from information uncertainty andother relevant factors ontourists’ transport choices, anon-site anda subsequent web-basedstatedpreference survey were conducted in a representative tourist city (Chengde, China). Simulated maximum-likelihood procedure was used to estimate random coefficients. Results indicate that tourists generally perceive longer travel time and longer wait time if real-time information is not available. ITS information is able to reduce tourists’ perceived uncertainty and stimulating transport modal shifts. This novel MRLM contributes a new derivation model to logit model family and for the first time proposes an applicable methodology to assess useful features of ITS for tourists. © 2017 Yang Liu et al.",", Advanced public transportation systems; Behavioral research; Intelligent systems; Maximum likelihood; Transportation; Travel time; Behavioral response; Intelligent transportation systems; Logit modeling; Potential effects; Public transit; Random coefficients; Real-time information; Real-time transportation; Intelligent vehicle highway systems",English,Article,167,4,Mobility and Transportation
NoID,Proceedings of the 29th International Business Information Management Association Conference - Education Excellence and Innovation Management through Vision 2020: From Regional Development Sustainability to Global Economic Growth,2017,"The proceedings contain 420 papers. The topics discussed include: analysis of the use of cloud services and assessment the possibilities of introducing in Russian financial institutions; implementation of cloud automated banking systems innovative way of financial institutions; analyzing the influence of innovation in export performance; overview of China's automotive tax scheme: current situation, potential problems and future direction; sustainability leadership, the key to a better world - a case study on Romania's situation; a student centric lecture notes app and android mobile application development in United Arab Emirates: the case of Abu Dhabi; corporate governance: estimating resource providing corporative industrial organization; financial policy: defining short-term credit under fixed and circulating capital for providing financial sustainability of industrial enterprise development; employee retention amongst millennial in government link company in Malaysia; possibilities for development of rural tourism and agro-tourism in Romania (case study); organizational-economic methods of ensuring sustainable production of a smart enterprise; prospects for the gerontomarketing development in mass sports industry in Russia; evaluation of interrelationships between critical success factors of it/is projects in the healthcare sector; and the current economic context to measuring performance in the Romanian public system.",,English,Conference review,189,11,Rural Resource Management
6506739346; 57195404134,ICT'S change transport and mobility: Mind the policy gap!,2017,"In recent years both our need or desire for mobility and the opportunities and tools available to meet them have changed (and keep on changing) as a result of information and communication technologies (ICT's). ICT's have influenced both our transport modes and infrastructure as well as our behaviour. In this paper we discuss the main features of these changes and investigate how they could put public values in the transport debate in a tight corner or lead to new policy challenges. Transport comes with benefits and burdens and often a unequal distribution of both. Moreover, there are tensions between short and long term interests, public and private interests and between efficiency and equity. Analysing how new developments impact public values that are considered relevant in the transport debate shows that there is a wide range of aspects to consider. We discuss four public values. Accessibility is concerned with providing access for all, making sure there are transport options available as well as taking care that people have the capabilities to access them. Affordability or (cost) efficiency is about spending public money wisely. Availability reflects the need for a reliable transport system, today and in the future, as this is crucial for economic performance and social interaction. Acceptability is a broad category including issues with regard to justice and solidarity, the impact on safety and other external effects, the impact on the market playing field and respect for privacy. ICT's change transport in very different ways. They have changed the world of travel and traffic information, bringing more options and alternatives under people's attention. Public transport information is widely available, GPS's guide our car trips and provide real time information on traffic conditions, and platforms enable us to find a shared car or a Uber taxi fast and easy. They have enabled new forms of transport, such as new services offered through internet platforms, and probably will enable other new modes like self-driving vehicles. ICT's change our need or desire to travel and our travel experience. They change the geography of our destinations. All in all, ICT's change our behaviour in many ways, making us more flexible leading to more fragmented patterns in space and time. And with all these changes, the transport system also becomes more complex. Assessment of new developments in the transport system as a result of ICT's leads us to four major challenges, requiring policy makers to adopt a more proactive approach in order to deal with these. First, the behavioural patterns in space and time are becoming more and more whimsical and less predictable, while infrastructure such as road or rail is inherently robust, inert and takes a long time to plan and build. Yet somehow, the mice and the elephant will have to (learn to) dance together., Second, social equity is a major concern when accessibility becomes more and more dependent on privately run platforms and transport service providers using unknown algorithms. Access can be limited in multiple ways. Physical access can be an issue (service provider may shun certain neighbourhoods). However, more and more it is a matter of skills and psychological flexibility to keep up with new things (for example smart ticketing in public transport or using apps for travel information) and not everyone can cope with that. Third, there appears to be a strong 'winner-takes-it-all' tendency in the ICT sector. Tech companies become rich, powerful and unassailable, while they profit from collectively financed infrastructure (e.g. Uber). The costs for development, maintenance, education, safety etcetera are left to the public domain, as are the consequences of monopolisation, unfair competition and loss of innovation power. The question is how to price public goods and external effects properly. And fourth, robots and algorithms are quickly becoming independent actors in the transport system, while our rules and regulations are primarily made for humans and organisations. We need to think about requirements for (self-learning) software and robots such as self-driving vehicles, reflecting what moral choices we prefer in critical situations, what we want them to do for us and what not and how to deal with the liability issues that arise. © 2015 The Authors. Published by Elsevier B.V.",", accessibility; equity; ICT's; policy; public values; self-driving vehicles; transport; travel behaviour",English,Conference paper,692,4,Mobility and Transportation
57192273346,Development of the U.S. green movement: Reliance on civil society,2017,"The article thoroughly analyses the history of the American Environmentalism as a socio-political movement and follows the evolvement of the early elitist Conservationist Movement into a mass Green Movement based on public participation. The importance of Conservationist principles in the U.S. state policy greatly increased during the first half of the 20th century, especially during the Progressive Era under the first President-conservationist Theodore Roosevelt (1901-1909). The economic revival after the Great Depression of 1929-1933 included development of environmental and tourist infrastructure with mass participation of the civil society. However, the contemporary U. S. Green Movement was formed during and right after the World War II, as a natural consequence of the smart policy pursued by the President Franklin Delano Roosevelt as part of his ""New Deal"" course. By 1970-1980s, it already included three directions: The traditional Wilderness Preservation, the Anti-Nuclear Movement and a combination Anti-Toxic Movement/Environmental-Justice Movement (known as NYMBY). Special attention is paid to its basic forms -The environmental non-governmental organizations (NGOs) and Green political parties. It is concluded that the variety of environmental NGOs - older and newer, national and local, information-And agitation-oriented, advocacy practicing and political lobbyists, etc. -Are grassroots of the environmental movement in the U.S., mobilizing civil support and creating an electoral base for Green political parties both at the state and federal level. The author investigates their present condition and perspectives, strategy and tactics of their social and political activities. At present, the popularity of ""green ideas"" in the American society is still inadequate for the Green Party U. S. to provide a real competition with the two main political parties - Democratic and Republican -At the federal level, even in view of its social-democratic orientation. However, ""The Greens"" are successful at the local level. Popularization of ""green ideas"", mobilization of followers among the civil society, environmental legislation lobbying and strengthening of the environmental justice system currently remain the main tactics of American environmental organizations.",", Conservationist movement; Elections; Environmental ngos; Green movement; Green new deal; Green party u. s.; Local environmental groups",Russian,Article,321,11,Rural Resource Management
24471387500; 57191995240; 56247265800,"An assessment of site suitability for marina construction in Istanbul, Turkey, using GIS and AHP multicriteria decision analysis",2016,"Marinas play a key role in sea transportation and tourism. The problem of an insufficient marina capacity has revealed in terms of sea traffic due to the demographic structure and increasing tourism potential of Istanbul which is the biggest metropolitan city of Turkey and has around 600-km-long coastline. Therefore, the study area is mainly focused on the Marmara Sea shoreline of Istanbul. Rather than traditional methods, a rapid and cost-effective solution which considers natural and urban environment conditions is essential to satisfy the need for a marina site selection. Thanks to the latest improvements in geographic information systems, it is convenient to perform location selection analysis of marinas taking advantages of geology, land use, demography and accessibility data sets. The goal of this study is to define the areas that are appropriate for building marinas, with the use of topographic and demographic data in a present shoreline applying analytical hierarchy process multicriteria decision-making method. In this study, erosion, landslide, tsunami, land use, geologically hazardous areas, transfer lines, sea traffic data, neighbourhood scale population, age patterns and house income data have been used. Analytical hierarchy process method is used to give a weight to each data set, and a grading system has been developed for the area selection of marinas. The result maps of the analysis that show study area as classified into four categories from good to not suitable are presented. It is possible to create a decision support system for upper scale plans that enable authorities to perform analysis accurately, cost and time effectively using the proposed methodology that integrates multiple data sets with different scales and types. © 2016, Springer International Publishing Switzerland.","AHP; Coastal planning; GIS; Marina; Multicriteria decision-making, Cities; Decision Making; Decision Support Techniques; Geographic Information Systems; Ships; Turkey; Istanbul [Istanbul (PRV)]; Istanbul [Turkey]; Sea of Marmara; Turkey; Artificial intelligence; Cost benefit analysis; Cost effectiveness; Decision making; Decision support systems; Decision theory; Geographic information systems; Grading; Hierarchical systems; Land use; Marinas; Population dynamics; Site selection; Urban growth; Analytical Hierarchy Process; Analytical hierarchy process method; Coastal planning; Cost-effective solutions; Metropolitan cities; Multi criteria decision making; Multi-criteria decision analysis; Multi-criteria decision making methods; analytical hierarchy process; assessment method; construction; decision making; GIS; marina; multicriteria analysis; urban planning; decision support system; demography; geographic information system; geology; landslide; neighborhood; Turkey (republic); urban area; city; decision making; decision support system; ship; Turkey; Population statistics",English,Article,275,3,Urban Sustainability
24767787000; 55986410200; 57194236782,An orienteering-based approach to manage emergency situation,2017,"The emergencies management in industrial plants is an issue widely discussed in the literature and in the European legislative framework. Despite the large interest shown by the different actors involved in emergencies management, neither scientific nor in industrial field, have developed intelligent tools to support the decisions in these particular contexts. This work, realized inside an Italian financed project (DIEM-SSP), faces the problem to evacuate the greater number of persons from a risky area and transfer them in a unique destination outside from this area using the available and limited resources. Supposing that these persons have problem of mobility, the problem to solve becomes this: collect the highest number of persons from several origins and bring them into a unique destination, using a limited number of capacitated vehicles respecting a time limit. This problem has been modelled as a Multi origins Capacitated Team Orienteering Problem (Mo-CTOP) and solved implementing Ants Colony Optimization algorithm (ACOa). Results and tests are given in order to validate the proposed model and to offer a solution for a real case treaty into the abovementioned project. © 2017 The Authors. Published by Elsevier B.V.",", Ant Colony Optimization; Emergency; Metaheuristic; Orienteering; Routing",English,Conference paper,188,3,Urban Sustainability
36459545100; 57190389145,Crime prevention aspects of public space renewal in Budapest,2016,"Purpose: Security is one of the most important challenges for contemporary integrated urban developments. In Hungary, every strategic document highlights this goal, seeking social and smart city solutions to the problem. Yet, what about crime prevention through environmental design (CPTED)? The purpose of the paper is to introduce a Central-European perspective into the international discussion of the topic. Design/methodology/approach: Focusing on European Union-funded renewal of public space in the historic city centre of Budapest, the research investigates how urban security can be facilitated through urban planning and design. The analysis of two projects based on design documents and interviews with actors highlights the importance of CPTED, although it is not recognised officially either in the development or in the management phase. Findings: March 15th Square is an attractive contemporary public space in the tourist-historic city centre. The project was centrally planned, executed with typical EU indicators, but without any special requirements for security. The process resulted in a safescape. By contrast, the main principal for the renewal of Teleki László Square, the first Hungarian example of community-based planning, was to instil a feeling of security. The public square became a fenced defensible space. Practical implications: The analysis method can be used for other projects evaluating changes in urban security due to public space renewal: history, requirements for security, design solutions for space division, materials and urban furniture, as well as use of space and management after the regeneration. Originality/value: The paper uncovers Hungarian cases where environmental crime prevention criteria are not explicitly but implicitly present in contemporary urban planning and design. In relation to urban security, it highlights the gap that exists among disciplines, indicative of a lack of dialogue among policymakers, researchers, designers and management. © 2016, © Emerald Group Publishing Limited.",", Budapest; Community-based planning; Environmental crime prevention; Historic urban fabric; Public space renewal; Urban security",English,Article,293,3,Urban Sustainability
57189463535; 36621768300; 56865804400,City smartNESS: The energy dimension of the urban system,2016,"This paper proposes a re-thought of the concept of urban smartness, particularly referring to the energy component. Recognizing that the new technologies, which are the most popular aspect of smartness, can play a fundamental role in the new approach, it has been suggested that we consider them in an adoptive way rather than in an adjunctive way, as it is commonly intended in the general sense of a smart city. According to this vision, in the first part of the paper, a new concept of smartness is proposed (SmartNESS: Smart New Energy Saving System). This concept is also related to the possibility of identifying some leading urban functions that can play a strategic role in improving urban smartness. In this sense, in the second part, tourism is considered as a drive function able to make cities more efficient and attractive if it will be integrated inside the urban governance process. The third part of the paper highlights how the rationalization and reduction of energy consumption is one of the essential fields to rely on in order to improve the smartness of a city. This part provides an overview of the most significant initiatives that are being developed on energy efficiency, and investigates some cases particularly innovative addressing the issue with an integrated and non-sectorial approach. Through the analyzed experiences, some possible intervention strategies to integrate the issues of energy efficiency in urban planning are suggested in the conclusive part of the paper. © Springer International Publishing Switzerland 2016.",", Energy efficiency; Energy utilization; Energy components; Intervention strategy; New approaches; New energies; Strategic role; Urban governance; Urban systems; Tourism",English,Article,248,3,Urban Sustainability
57210745204; 57210747795; 53874499400; 6507188199; 57140662700,A global indicator of climate change adaptation in catalonia,2016,"The Catalan Office for Climate Change has been working on a pioneering and innovative document, “A Global Indicator of Climate Change Adaptation in Catalonia”. The study took 83 indicators as its starting point, identifying and classifying 29 key indicators as the methodology was developed. These are grouped under the following headings: water management, agriculture and livestock farming, forestry, health, the energy sector, industry, services and commerce, tourism, town planning and housing, mobility and transport infrastructures, research, development and innovation. The subsequent statistical analysis of these 29 indicators, with the assistance of the Catalan Institute for the Evaluation of Public Policies (Ivàlua), produced a global adaptation indicator quantifying Catalonia’s capacity to adapt to climate change impacts. This global indicator is based on two factors: use of resources and environmental quality. Effectively, capacity to adapt to the impacts of climate change depends on how we use resources (primarily water and energy) and on the quality of the environment (primarily air quality). The global indicator allows a country’s capacity to adapt to climate change to be monitored over time. The absolute value of the indicator (from 0 to 10) dropped slightly between 2005 and 2011. Catalonia is working on the issue, but must continue to make every effort to improve the extent to which we are adapting to ensure that our land, natural systems and society are progressively less vulnerable to the impacts of climate change. In developing this indicator, Catalonia has a tool which provides guidance on where to focus efforts towards developing a green, circular, low-carbon economy which is adaptable to the new conditions brought about by climate change. This is opening up a range of economic and social opportunities which are currently being developed in fields such as energy efficiency, saving water, renewable energies, smart mobility, forestry management and healthcare. The indicators included in the global indicator should be reviewed every 5 or 10 years based on new information available (in order to include more aspects in the global indicator). © Springer International Publishing Switzerland 2016.",", Adaptation measures; Catalonia; Environmental quality; Indicators; Use of resources",English,Book chapter,336,11,Rural Resource Management
56077859300; 55657601200; 57191264633,From Tainan city attractions to explore the impression of color and sound,2016,"This research program mainly surveys the need for urban color and sound impression in the “Smart Tour Guide City-Urban Demonstration Program” sponsored by the Department of Technology. The research selects four most typical tourist attractions along the route of No. 2 Bus and Green Line Bus of Tainan City, namely, Anping, Confucian Temple, Chihkan Tower and Xinhua Old Street Building and explores the impression of residents and tourists in color and sound at the four tourist attractions through questionnaire and interview. The survey result indicates that residents and tourists have a very similar impression in the sound and color at the four tourist attractions. Viewed from the color impression, the relationship between the main color and auxiliary colors has been identified at all the four tourist attractions. Related results will be provided to the urban demonstration program of the Department of Technology for use in the interactive design, color and sound planning relating to the urban tour guide design. © 2016 Taylor & Francis Group, London.",", Surveys; Color impression; Demonstration programs; Department of technologies; Interactive design; Research programs; Sound planning; Tourist attractions; Urban colors; Color",English,Conference paper,166,3,Urban Sustainability
56925727300; 7201463879; 23990268600,Characterizing Themed Touring Routes: A Geospatial and Tourism Evaluation of Wine Trails,2016,"Wine trails have been the most commonly developed type of Themed Touring Routes (TTRs) around the world during the past decade. Despite such development, limited studies have examined their geospatial or tourism characteristics reducing marketing and managerial efficacy. To address this gap, this study measured six geospatial and tourism attributes of nine wine trails in North Carolina (USA) toward a characterization of TTRs. Results indicated a shared low Connectivity and good Accessibility among study wine trails regardless of their spatial patterns. Tourism-wise, services provided were Comprehensive within wine trails and Complementary across wineries. Results provided managerial intelligence to existing wine trails, such as the need to enhance local road network density and outbalance tourism dominance within trails. Results were also used to develop a geospatial-tourism classification of wine trails which provide managerial intelligence to optimize resources allocation and to shed light on characterizing other types of TTRs. © 2015 Taylor & Francis.",,English,Article,152,3,Urban Sustainability
26639369100,Reaching destination on time with cooperative intelligent transportation systems,2016,"Research on intelligent transportation systems is so far focussed on decreasing the travel time of vehicles and avoiding congestions. However, the importance of reaching on time is different for different vehicles and depends upon the purpose of the journey. In a human-operated queue, it is generally considered courteous to give priority to people running very late. They may be running late to catch a flight or may be in an emergency for a medical check-up. There is a very small discomfort to the other people as long as the number of people in an emergency and running late is low. However, such prioritization is an invaluable help to the people running late. In this paper the same behaviour is modelled, wherein the transportation system is made biased towards the vehicles on an important task and running late. The paper presents the mechanism by which a vehicle may judge its running status, decide whether to ask for cooperation and decide how much of cooperation to ask for. The vehicle lane changes and traffic lights operating policy are made cooperative. Experimental results show that such a cooperation leads to lesser number of important vehicles reaching their destinations late. © 2015 John Wiley & Sons, Ltd.","Intelligent systems; Transportation; Travel time; Vehicles; Cooperative ITS; Cooperative overtaking; Intelligent transportation systems; Number of peoples; Operating policies; Prioritization; Routing; Transportation system; Intelligent vehicle highway systems, cooperative ITS; cooperative overtaking; intelligent transportation systems; routing; start time computation",English,Article,203,4,Mobility and Transportation
57170494700; 54892018500; 57188547982; 57188554835; 17433450200; 57193516964; 57189382472,Mobile tourist guide supporting a smart city initiative: a Brazilian case study,2016,"Purpose – The purpose of this paper is to describe a smart city initiative presenting a mobile tourist guide developed for Natal, Brazil. Design/methodology/approach – This study has employed an exploratory case study approach to gain more knowledge about a smart city initiative and a mobile tourist guide in Brazil. The city of Natal was selected for this case study since it was one of the host cities during the FIFA World Cup 2014. The collected data for this research came from government (e.g. Natal Smart City plan), academic sources (e.g. Metropole Digital Institute (IMD)), and tourists’ information from the mobile tourist guide application. Findings – The smart city initiative of Natal, and the mobile tourist guide (named Find Natal) responsible for collecting, processing, sharing, storing and analysing the tourist behaviour were detailed in the paper. The Smart City Consortium in Natal is developing an interoperable and distributed infrastructure that is advancing the state-of-the-art in information and communication technologies (ICT) for planning and managing smart cities. The IMD implemented an application, which aims to enhance the traveller’s experience through software programs designed to leverage the infrastructure mechanisms behind the city. The data gathered by the application was analysed to show how it was used during the 2014 FIFA World Cup. Originality/value – The results show a developed ICT initiative in a Latin American country. This study offers a starting point for destinations willing to implement and deploy a smart city initiative. © 2016, © International Tourism Studies Association.",", Mobile application; Mobile tourist guide; Smart city; Smart tourism destination",English,Article,248,3,Urban Sustainability
23466453800,"Smart evaluation and integrated design in regional development: Territorial scenarios in Trentino, Italy",2016,"Smart Evaluation and Integrated Design in Regional Development puts forward an alternative approach to evaluation in spatial planning - one that focuses on 'territory' and 'landscape'. The book introduces an innovative evaluation approach, namely Territorial Integrated Evaluation (TIE), a meta-evaluation methodology for designing regional development scenarios. A research team from the Politecnico di Torino applied this methodology experimentally to the practices of spatial planning in Trentino in order to aid the Province in a process of institutional innovation that is still going on today. TIE defines territorial scenarios serving the need for regional economic development as well as the conservation of nature and landscape. A cross-border region, Trentino has a special need to harmonize economic development with the exceptional and internationally renowned value of its landscape which includes the Dolomites, a UNESCO World Heritage Site. Therefore TIE set out to design regional development scenarios that integrated various topics - retail, tourism, infrastructures, nature and landscape. By testing out TIE in practice in this extraordinarily dynamic institutional context, the book makes a significant contribution to the discussion about newly emerging approaches to spatial planning that involve multidisciplinary vision, new paradigms in regional development, and institutional learning and capability in decision-making. © Grazia Brunetta 2015. All rights reserved.",,English,Book,206,11,Rural Resource Management
7404946884; 57130518200,Strategies for green transportation while preserving mobility and accessibility: A case study of Taipei city,2016,"This study develops a green index to evaluate the sustainability of different paths in urban transportation networks of origindestination (OD) pairs. Urban transportation networks usually involve various transport modes and trips can be accomplished with more than one pattern. The basic functions of transportation, mobility and accessibility, are also explored based on travel time. This study provides strategies for Taipei City to shift smoothly to green transportation while preserving mobility and accessibility from both transport network and mode perspectives. A proposal is presented to connect activity and transportation networks by densely distributed convenience stores in Taipei. A Monte Carlo simulation of thousands of OD pairs in Taipei City is conducted to examine proposed strategies. The results indicate that for short trips, commuters can directly use motorcycles by renting and returning those at convenience stores of origins and destinations. For medium and long trips, electric motorcycles are promoted as green feeder modes to mass rapid transit stations. © 2015 American Society of Civil Engineers.","Electric motorcycle; Green index; Mobility; Multimodal network, Taipei; Taiwan; Carrier mobility; Intelligent systems; Monte Carlo methods; Motorcycles; Rapid transit; Transportation; Travel time; Convenience stores; Electric motorcycle; Green indices; Green transportations; Multimodal network; Origin destination; Transportation network; Urban transportation networks; accessibility; electric vehicle; mobility; Monte Carlo analysis; strategic approach; sustainable development; transportation mode; travel time; urban planning; urban transport; Urban transportation",English,Article,163,4,Mobility and Transportation
35098600100; 7006779853; 6602194305; 55488718500,A new modelling toolkit for managing oil and chemical spills in Western Europe and Morocco's Atlantic coast: The Lisbon agreement and MARPOCS project,2016,"The Lisbon Agreement, recently ratified by Spain, Morocco, France, Portugal and EU, envisions the regional cooperation in the case of marine pollution incidents. Transnational strategies to face marine pollution with oil spills and hazardous and noxious substances (HNS) have been under development in different regions. However, the Atlantic sub-region involving Morocco, Madeira and Canary Islands - environmentally sensitive and socio-economically dependent upon marine resources and marine-based tourism - has not been similarly prepared in an integrated fashion, despite the increasing oil & gas prospecting and drilling activities developed in this area. MARPOCS (Multinational Response and Preparedness to Oil and Chemical Spills) promotes the implementation of a common operational framework supported with novel modelbased decision support systems (DSS), adapted to the region and supported by cross border cooperation, implementation and training of local, regional and national authorities. Built on previous EU efforts, strategies and R&D projects, the modelling toolkit to implement in MARPOCS includes: - Operational and tactical model-based DSS's supported by 3D oil & HNS spill modelling system (MOHID), using new and/or improved high resolution metocean forecasting systems. - Automatic early warning spill forecasting system (back and forth in time) connected to existing maritime surveillance automatic services (EMSA's CLEANSEANET service: satellite-based oil spill detection). - Shoreline holistic risk mapping from spills in the area of interest, in both real-time and historic periods. The adopted strategy will strengthen capacity for mutual assistance and multinational preparedness and response to accidental pollution episodes in this cross-border sub-region, as planned in the Lisbon Agreement.",", Artificial intelligence; Decision support systems; Marine biology; Oil spills; Atlantic coasts; Canary islands; Chemical spill; Cross-border; Forecasting system; Pollution incidents; Portugal; Regional cooperation; Sub-regions; Western Europe; Marine pollution",English,Conference paper,250,11,Rural Resource Management
6603364721; 55587756500; 57190748331; 56982876000,Regional tourism indicators and smart specialization strategy,2016,"National and local governments are harmonizing the regional policies to enable balanced development of regions. Related research is questioning whether priority should be given to information and communication technologies in the implementation of the smart specialization strategy in a regional level. The objective of this article is to find out whether iCTs have any impact on key tourism statistical performance indicators. such an impact would justify the priority of ICT in regional policies. 2.181 tourism industry entities were checked for web presence; the region of the entity's activity was recorded. The correlation between the on-line presence and the key statistical indicators was analyzed. Only 655 (30%) are present on the internet by a means of a web page. There is a strong positive correlation (xb=0,656, p<0,05) between the online presence and the number of tourist arrivals in a region. The analysis has exposed a stunning fact that less than one third of entities active in tourism sector are present on the Internet. There is a clear need for priority to be given to ICTs in the implementation stage of the smart specialization strategy on the regional levels. © 2016 Lex localis (Maribor, Graz, Trieste, Split).",", ICT in tourism; Regional development; Regional policies; Specialization strategy; Tourism; Web presence",English,Article,195,11,Rural Resource Management
56127577300; 24921169400,Pedestrian and transit accessibility on a micro level: Results and challenges,2016,"In this paper, we connect two notions of accessibility that are more often than not considered separately: pedestrian accessibility and transit accessibility. We move away from the notion of zonal accessibility and measure fine-grained accessibility using door-to-door travel times. Two pedestrian networks are compared to a baseline scenario considering Euclidean distances for a large metropolitan area in which each individual building is considered as an activity opportunity. It is shown that pedestrian accessibility to jobs differs when pedestrian distances are approximated with different networks that are more representative of reality. Stop-to-stop public transport travel times are extracted from an agent-based simulation of public transport smart card data. The effect of less-than-optimal connections from transit to the pedestrian network, a local measurement, can be seen when calculating the accessibility to all destinations in the city. We suggest moving away from Euclidean-based distance analyses. Limitations can be found in the data available; the connection of buildings to the network becomes important, as does the inclusion of pedestrian crossings. For an inclusive accessibility measure, it will be necessary to calculate generalized costs for pedestrians and generate different pedestrian networks that reflect the limitations of different user groups. © 2015 Michael A.B. van Eggermond and Alex Erath.",", Micro-level; Network generation; Object-fine; Pedestrian accessibility; Transit accessibility",English,Article,203,4,Mobility and Transportation
56998611700; 56737176000,A decision support tool for evaluating decision options for out-bound flight delays considering high-valuable passengers,2016,"Introduction: Though studies show that arriving on-time is the service characteristic most valued by the air passengers and passenger service coordinators are consulted in the operation disruptions, passengers rarely drive operational decision-making in the disruption management of an airline. Taking into consideration airlines’ seeking the prevention of losing passengers’ goodwill in situations where the level of service quality (SQ) performed is not as high as the promoted one, this research is focused particularly on an influence of delayed connecting (or in-bound) high-fare passengers on making decisions on onward delays. Operationally seen, connecting passengers are of a particular importance for airlines, since they are already involved in their operations-flow, while becoming in this way the third most important airlines’ aspect of operations, succeeding aircraft and crew. On the other hand, exclusive travellers such as first class and elite-status, contracted corporate members, and business passengers are considered as the high-valuable passengers, who are enough (financially) worth to the airline, particularly for to be waited for if they are delayed in arriving with an in-bound flight. Based upon an examination made from the airlines’ operational point of view and for determined prioritization strategy, a Decision Support System (DSS) tool, named DEVOTED DSS Tool, for use in the disruption management of the Airline Operation Control Centre (AOCC) is presented. For assisting the airline operation controllers in decisions on whether to delay the departure of out-bound flights in order to wait for arriving-delayed high-fare passengers from an in-bound flight, an influence of these passengers’ satisfaction on making decisions on onward delays, the passenger segmentation per flight, associated consequences in terms of the Level of Service (LOS) performed by the carrier and the one perceived by the passengers, as well as the accompanying costs are taken into account. Methods: The designed tool incorporates the key elements of Human-Centred Design (HCD) relying on a multi-criteria algorithm making-up its decision making process for evaluation of decision options and making suggestion. Being scenario-driven and knowledge-based the tool implements the airline prioritisation policies. Hereby, the level of service quality delivered by the air carrier and the level of service quality expected and perceived by the high-fare passengers are determined quantitatively by employing a created LOS-model which relies on the basic categorization rules of the Kano’s quality model. Results: For testing of the tool, two scheduled airlines with two different prioritization strategies and operating on the same flight route between the same origin-destination airports (i.e. city-pairs) are taken. Though the testing is real-world data based, in order to expose a tangible aim and capabilities of the designed tool, the testing scenarios are constructed in such a way to reflect specific borderline operational situations, while emphasizing occurring conflicting decision key criteria. The tool output consists of two components – the LOS quality delivered by the carrier including the delay-costs (LOS Airline) and the level of service perceived by the high-fare passengers on both flights (LOS Passenger) – which are reflected on the user interface in form of two bars, each consisting of three colours indicating an option as good (green), neutral (yellow) or bad (red). Although the operation controller may take the opposite decision as recommended, the tool is enabled to display the evaluation of consequences of any decision made, while being visualized as a scale-value positioned somewhere on the three- colour-bar. Conclusion: Investigating the impact of a passenger-structure on decisions on onward-delays in the every-day flight operations execution, a decision support real-time tool, DelayingVIPsOriented DecisionSupportSystem (DEVOTED DSS) was created, implementing (pre-specified) airline prioritisation policy in accordance with the rating of the high-fare passengers-classes importance. The decision solutions’ consequences displayed in the designed form are practical in terms of user-friendly utilization of DEVOTED and are simple and easy to deal with, since being relieved of any digits, data and/or calculations. Aiming at accurately evaluating the impact of operational disruption-decisions on the high-fare passengers, DEVOTED processes the LOS quality which is to be delivered to these passengers, SQ-attributes required/expected by these passengers, number of passengers in each defined passenger-group and the ticket prices purchased, as well as expected costs. For the first time, an introduced juxtaposition of the in-bound and out-bound high-fare passengers of the same cabin-class within connecting flights has been employed as an influencing factor in the decision making process of the airline disruption management. When it is about to make the choice between a monetary benefit and the retention of the reputation of a reliable service provider, the use of the designed tool affords rather objective instead the still occurring intuitive decision making in such disruptions. © 2015, The Author(s).","Air traffic control; Air transportation; Artificial intelligence; Costs; Decision support systems; Digital storage; Fighter aircraft; Knowledge based systems; Quality of service; Traffic control; Transportation; User interfaces; Airline operations; Decision making process; Decision support system (dss); Decision support tools; Disruption management; Level of Service; Operational decision making; Service characteristics; Decision making, Decision making at AOCC; DSS tool for airline disruption management; High-fare passengers in airline operations; Quantifying level of service",English,Article,760,4,Mobility and Transportation
36084287400,Cicling as a vector of a territorial development; [El ciclismo como vector de desarrollo territorial],2016,"The potential of cycling as a sport is addressed specifically from the territorial point of view, totally determined by geography, which should make it as an object of attention from this discipline, in order to assess its role in certain countries and the ability of these to use it as a vector of territorial development. A smart strategy is developed to define its expansion in a region and a methodology is showed to create a territorial machine tool called «Cyclist Ring» embodying the contribution of cycling to a development strategy and to give substance to a territorial brand, linking a particular territory, landscape, sport, industrious activity, tourism expertise, experience and controlled effort.",", Cycling; Cycling ring; Economy biking; Road cycling; Sustainable mobility",English,Article,112,3,Urban Sustainability
